index,MORGAN_BTSTR,PUBCHEM_ACTIVITY_OUTCOME,Inhibition Observed
48272,1100010011110000111110110111000111111011110000111111110100110101,1,1
48277,1001111110101101110100101110111011011001011111111100101110111001,2,1
48282,1010000001110111110110101011001101001110100110001100000100100001,1,1
48287,1001110001111000111110100110011101001011010101011110000101111101,0,1
48292,1010111010111100110101111010110111101001110000011101010011110101,2,1
48297,1110011001100110111100110001011011101011110000110110100100111011,0,0
48302,0110111011111010111110110001111011001111011011110011001100111101,2,1
48307,1110000011100011110110101100011101001011001100110110100101101100,2,1
48312,1111010010110010110001101011101001011111111110010110111100100101,2,1
48317,1111010110100001110001100111001011001011011011011010010101110100,1,1
48322,1010110111101110111111100011001111001011101111110110001111110000,2,1
48327,1110111010111001110101101110011011011001101111110101001000011111,0,1
48332,1101010111101000110000100011011101101011111100011010000100111001,0,1
48337,1101010010100001111101111010001011011111001101101111010101000111,0,0
48342,1101010010100001111101111010001011011111001101101111010101000111,0,0
48347,1000010010101010110110111000100101001011111000011100000100100110,0,1
48352,1000010010100010110110111000100101001011111000011100000100100110,2,1
48357,1100010101011000110000101010011001001101111001110010010101111000,2,1
48362,1110111010110110110011101000010001101011101111011010010110000101,0,1
48367,1100110011100101111110100011001001111001111011111110011100110110,0,1
48372,1110110010001100110111111110011101111001010111011010010100110111,0,0
48377,0101110111110000111111100011111101011011001111000111010111110101,0,0
48382,0000000010100000000000100000110010011101010101000010000100111000,0,1
48387,1100010101101010111101100100001001111001010000000001000100101110,1,1
48392,1000011000000101110001100010000001001010000001010001001010100101,0,1
48397,0110010001111010110100110100011001111111100101101100100111111100,0,1
48402,1101111111110000111101100011001001011111001110110111001001111001,1,1
48407,1110010011111100110110110001101011001011010111111011000100110101,2,1
48412,1111110111100001110101100101111011111011111101111110010110111101,1,1
48417,1111010001101110110110110001011011001001010000110110001110111011,2,1
48422,1101110010111101011000100001011101101111110111010010100001111010,0,0
48427,1101110000001101011000100001011101101110110110010000100001111010,0,1
48432,1100111010110010100100010000011011110111010010001010000100111100,1,1
48437,1100011110001100110001100110001100111101111111011000011101110000,0,1
48442,1100010100110010110101100110001001111001111011011000011101110100,1,1
48447,1110110111110111110000100010000001011101011010010110001101111100,0,1
48452,0100111010100110110000010111101101001111101001000111110110111001,2,1
48457,1101010001110001111100101110001010001001001011111001110110110100,2,1
48462,1100111111100001110100100011001001111111010111010010101101100111,0,0
48467,1100110111101100111101101010101001101111100111011110110100010111,0,1
48472,1100010011101001111111100101111011001011010001011111011100111100,2,1
48477,1011100100101001110100101011011011101011110001111001001101010110,0,1
48482,1101010110101010010011110001101000001101110010110001000110100110,2,1
48487,1101010110100000010111111000001010001111110010110101000110100110,2,1
48492,1111000011000110110001110111000001001101111000100010101101100001,2,1
48497,1010010010110001110100111100001011001111010100010000010100111101,0,1
48502,1100111010111111110000101110001111101001010000110010111011111101,0,0
48507,1000111010011101110010100100011011001000101011110101000000010000,1,1
48512,0010000000010000100000000000001000000000000000010000001000000100,1,1
48517,1101111010100000110000100000111011001011111100110011000101111111,1,1
48522,1000000111010000010100101010110011001001110100101100010000101001,2,1
48527,1100100010111010111110001000010111111011111010101110000100110000,2,1
48532,0001010010101100110000101100111001001101111001000010010100110001,1,1
48537,1110100100110000111101111110001010111111110011100001011101111100,1,1
48542,1111111110100001111010100111000111111011111100111010010100111100,0,1
48547,1000010011100101110100100010010011101111001100011111110111100101,2,1
48552,1000110111110101110110110111001011111101010100010110001101110101,0,1
48557,1101010101100011111110100001011011101111111011110101010101110111,1,1
48562,1101010011101100110010101011011011011011010110110110001111111101,0,1
48567,1110111010110100110101101010101101011000000100110011001101111101,0,1
48572,1110010110101000110111110111011101111011111011111000101100110101,0,1
48577,1101011001110010110100011001001011011011100000010111000100110110,0,1
48582,1100100010110011111010100010001111001111101111110111001110110111,2,1
48587,1111010111110010110111101011100011101011010111100110001111010111,1,1
48592,0000000000000000111000100000000001000011000000010000000000000000,2,1
48597,1110000011001101101000010000001011101101010110000000110111010000,1,1
48602,0100111100001010100100000001010001000000000001000010000000000000,0,1
48607,1111000001111011110100101100111001111011000100011011111101111111,0,1
48612,0000100000110000010000000000011001000010000000000000100000000000,2,1
48617,1110111111111010110100100110011111001011011011101101101111010111,2,1
48622,1010010101101000111100100000101001001101100000011110110101001100,2,1
48627,1111111111101101110001101010001011001001011011110110001111111110,0,1
48632,1100111111100001110101110011101111001000101011010000101101101101,1,1
48637,1101110010100110110101100000000001001011010111010110000110100111,1,1
48642,1111000011000110111011110011101011111001110001000010101110110011,1,1
48647,1101110110001010110100110110001011101011111010110111000101111110,1,1
48652,1110010011100111110101100111101011001001011101110000111101100101,0,1
48657,1101111111110011110100100010001001111111011110011010110111111100,0,1
48662,1101110001101000110000111011011011111101011110111001111101111100,2,1
48667,1011010110101110110101100110001000011111011010010100011100111010,1,1
48672,1111011111101100111010110011110011101011011000010001000100110111,2,1
48677,1111001111111101110100000011101001111011011001001110110111100101,1,1
48682,1001010000111110010000100001001000111001000001000010001001111100,1,1
48687,1111010110110010010101100001100110011011010000011100001000000111,2,1
48692,1011111001110111110100111011111001001101001101010000101101000101,0,1
48697,1011111001110111110100111011111001001101001101010000101101000101,1,1
48702,1111010001011000110000100000010001001000000000110010100101010000,0,1
48707,1110000011111010110010100011101101011011010110110110011100101101,2,1
48712,1111010101111000111100101001011111101111110010001101101101111101,1,1
48717,0100000010000000110001000000001001100111101000101010000100100100,2,1
48722,1001010011101111111100110010001001101111011101101110111111110111,1,1
48727,1110000011111000110101110111011001011011011111010010111100011111,0,1
48732,0011010010011010100111000000101100001001000000100000000000011010,1,1
48737,0001000010010100110000100000001111001001000000000000000000110010,0,1
48742,1100001011110001011100101000110111001001110110111100110000101001,0,1
48747,0000000010001100110111010000000101011000010101100010001000110000,0,1
48752,1000000010011000111010010001000001011010010100100010001000110000,2,1
48757,1001011011110011110011110011000011011001001100000100011000100010,2,1
48762,1011110111100011110000100010001001101001011110010011111100110100,2,1
48767,1100011111110100110100100010001001101101011101010010110101110111,2,1
48772,1111010100111000110110110011111011011101111001110101010101111000,0,0
48777,1110111101100100110110110100111011001111010001111111110111110110,1,1
48782,1100010001111001110100100110011011101001111001010010000100100110,2,1
48787,1111010011100111110100100111011011001111100010000010011100000101,1,1
48792,1000010111101011111010111110011111001011011001110100101101110100,0,1
48797,1111110011110001110000100010001001011111010100011110001101111100,1,1
48802,1111001101010001110100001101011011101101011010000111000110111011,0,1
48807,1101111110100111110100100111001101101111000101100110111000110101,2,1
48812,1101111110101111110100100111001001011111000101100111111000110101,2,1
48817,1110101011110111111000101101001111101001101101000100001100110101,0,1
48822,1100001001111101010110111111010011101011100101000100100100111101,2,1
48827,1101011000000001110000100011000001011010000100010000111100100101,2,1
48832,1010100001111000110101110011011101001011101101001000100100110001,2,1
48837,1110010111110111110001101111110101011111010011011001001101010100,2,1
48842,1000010111111110110111100010101001011110100111110101101100111111,1,1
48847,1100010011111010111110110110001001001011010111101110000110111111,1,1
48852,0101001110110100110101100010011101111011110100100110100110110101,1,1
48857,1001110001100101010000100000000011001111001010010000100100110100,0,1
48862,1010110011100111110000101111001101101101010111110110000101110011,0,0
48867,1110011000101001111111101110001111011001111000010110111100000100,2,1
48872,1110011010000000010001100000000001001000000001011000000010100100,0,1
48877,1011010010010100110100100011001000001110111010010010000110100001,2,1
48882,1111101110110000110100110100011001011111111111101010101101111110,1,1
48887,1000010010011111110000101000111111101001001110010101100010101001,0,1
48892,1000010010011111110000101000100111101001001110010101100010101001,0,1
48897,1000110010011111110000101000111111001001001110010101000010101011,1,1
48902,1000110010011111110000101000100111001001001110010101000010101011,2,1
48907,0100101011110101110000101100000001111111101010101110001101111110,1,1
48912,1110010111100110111110100111000001001111111010101010011110101101,2,1
48917,1011110010100010110011100100001101101001100101011010010111111110,0,1
48922,1000110010010001111010100000111010101000000100010100001001100100,0,1
48927,1000110010010001111010100000101010101000000100010100001001100100,1,1
48932,1000000010000000111001101110001101111001011000010010001010111010,1,1
48937,1100000000000001111001100010000011111101010011010010101000101011,1,1
48942,1001010000101000110000000110010101111010000010000000011000100001,1,1
